Informercado;Planilha;Colunas;Referencia Antiga;Mapeado
Dados Gerais;RRV_MENSAL;MES_REFERENCIA;018 RRV;NÃO
Dados Gerais;RRV_MENSAL;RECEITA_FIXA;018 RRV;NÃO
Dados Gerais;RRV_MENSAL;RECEITA_VARIAVEL;018 RRV;NÃO
Dados Gerais;RRV_MENSAL;RECEITA_ATRASO;018 RRV;NÃO
Dados Gerais;RRV_MENSAL;REAPURACAO_AJUSTE;018 RRV;NÃO
Dados Gerais;RRV_MENSAL;RECEITA_VENDA_TOTAL;018 RRV;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_CCGF;MES_REFERENCIA;014 CCGF;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_CCGF;QTD_SAZONALIZADA_CONTRATO;014 CCGF;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_CONTRATO_CCEARQ;MES_REFERENCIA;005 Contratos;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_CONTRATO_CCEARQ;SUBMERCADO;005 Contratos;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_CONTRATO_CCEARQ;MONTANTE_SAZONALIZADO;005 Contratos;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_MRE_GF_FATOR_AJUSTE;MES_REFERENCIA;002 MRE;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_MRE_GF_FATOR_AJUSTE;GARANTIA_FISICA_SAZONALIZADA;002 MRE;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_MRE_GF_FATOR_AJUSTE;FATOR_PERDAS_INTERNAS;002 MRE;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_MRE_GF_FATOR_AJUSTE;FATOR_PERDAS_REDE_BASICA;002 MRE;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_MRE_GF_FATOR_AJUSTE;FATOR_DISPONIBILIDADE;002 MRE;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_MRE_GF_FATOR_AJUSTE;FATOR_REDUCAO_ACUMULADO;002 MRE;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_MRE_GF_FATOR_AJUSTE;GARANTIA_FISICA_MODULADA_FATOR_DISP;002 MRE;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_MRE_GF_FATOR_AJUSTE;GARANTIA_FISICA_LASTRO_USINA_MRE;002 MRE;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_MRE_GF_FATOR_AJUSTE;GARANTIA_FISICA_LASTRO_USINA_FORA_MRE;002 MRE;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_MRE_GF_MOTORIZACAO_SUBMERCADO;MES_REFERENCIA;006 Garantia Física;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_MRE_GF_MOTORIZACAO_SUBMERCADO;SUBMERCADO;006 Garantia Física;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_MRE_GF_MOTORIZACAO_SUBMERCADO;GF_HIDROELETRICA_NAO_MOTORIZADAS;006 Garantia Física;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_MRE_GF_MOTORIZACAO_SUBMERCADO;GF_HIDROELETRICA_MOTORIZADAS;006 Garantia Física;NÃO
Dados Gerais - Preliminares;SAZONALIZACAO_MRE_GF_MOTORIZACAO_SUBMERCADO;GF_USINA_REGIME_COTAS;006 Garantia Física;NÃO
Dados Gerais;SUMARIO_BE_HORARIO_SUBMERCADO;MES_REFERENCIA;007 Sumário;NÃO
Dados Gerais;SUMARIO_BE_HORARIO_SUBMERCADO;PERIODO_COMERCIALIZACAO;007 Sumário;NÃO
Dados Gerais;SUMARIO_BE_HORARIO_SUBMERCADO;SUBMERCADO;007 Sumário;NÃO
Dados Gerais;SUMARIO_BE_HORARIO_SUBMERCADO;BE_POSITIVO;007 Sumário;NÃO
Dados Gerais;SUMARIO_BE_HORARIO_SUBMERCADO;BE_NEGATIVO;007 Sumário;NÃO
Dados Gerais;SUMARIO_BE_HORARIO_SUBMERCADO;RESULTADO_MCP;007 Sumário;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;MES_REFERENCIA;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;RESULTADO_MCP_RECEBIMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;RESULTADO_MCP_PAGAMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;ENCARGOS_RECEBIMENTO_DIST;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;ENCARGOS_PAGAMENTO_DIST;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;EXPOSICAO_FINANCEIRA_RECEBIMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;EXPOSICAO_FINANCEIRA_PAGAMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;ALIVIO_RETROATIVO_RECEBIMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;ALIVIO_RETROATIVO_PAGAMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;EFEITO_CONTRATACAO_DISP_RECEBIMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;EFEITO_CONTRATACAO_DISP_PAGAMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;EFEITO_CONTRATACAO_CCGF_RECEBIMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;EFEITO_CONTRATACAO_CCGF_PAGAMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;EFEITO_CONTRATACAO_CCEN_RECEBIMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;EFEITO_CONTRATACAO_CCEN_PAGAMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;AJUSTE_RECONTAB_RECEBIMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;AJUSTE_RECONTAB_PAGAMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;AJUSTE_MCSD_XP_RECEBIMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;AJUSTE_MCSD_XP_PAGAMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;RESULTADO_EXCEDENTE_ER_RECEBIMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;EFEITO_CONTRATACAO_QTD_PAGAMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;EFEITO_CONTRATACAO_ITAIPU_RECEBIMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;EFEITO_CONTRATACAO_ITAIPU_PAGAMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;EFEITO_CUSTOS_DESC;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;EFEITO_CONTRATACAO_RRH_RECEBIMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;EFEITO_CONTRATACAO_RRH_PAGAMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;RESULTADO_FINAL_RECEBIMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_DISTRIB_MENSAL;RESULTADO_FINAL_PAGAMENTO;012 InfoDistribuidoras;NÃO
Dados Gerais;SUMARIO_MENSAL_AJUSTE;MES_REFERENCIA;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_AJUSTE;AJUSTE_INAD_DSS;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_AJUSTE;AJUSTES;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_COMPRA_VENDA_SUBMERCADO;MES_REFERENCIA;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_COMPRA_VENDA_SUBMERCADO;SUBMERCADO;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_COMPRA_VENDA_SUBMERCADO;BE_POSITIVO;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_COMPRA_VENDA_SUBMERCADO;BE_NEGATIVO;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_COMPRA_VENDA_SUBMERCADO;RESULTADO_MCP_VENDA;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_COMPRA_VENDA_SUBMERCADO;RESULTADO_MCP_COMPRA;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_LIQUIDACAO;MES_REFERENCIA;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_LIQUIDACAO;VALOR_TOTAL_LIQ_PRE;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_LIQUIDACAO;VALOR_TOTAL_LIQ_POS;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_LIQUIDACAO;VALOR_INAD;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;MES_REFERENCIA;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;TOTAL_RESULTADO_MCP;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;COMPENSACAO_MRE;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;ENCARGOS;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;EXPOSICOES_FINANCEIRAS;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;ALIVIO_RETROATIVO;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;EFEITO_CONTRATACAO_DISP;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;EFEITO_CONTRATACAO_CCGF;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;EFEITO_CONTRATACAO_CCEN;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;EFEITO_CONTRATACAO_QTD;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;EFEITO_CONTRATACAO_ITAIPU;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;EFEITO_CONTRATACAO_RRH;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;EFEITO_CUSTOS_DESC;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;AJUSTE_RECONTAB;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;AJUSTE_MCSD_XP;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;RESULTADO_EXCEDENTE_ER;007 Sumário;NÃO
Dados Gerais;SUMARIO_MENSAL_RESULTADO;RESULTADO_FINAL;007 Sumário;NÃO
Dados Individuais;USINA_COTISTA_CEG_DISTRIBUIDOR;MES_REFERENCIA;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_CEG_DISTRIBUIDOR;COD_PERF_AGENTE;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_CEG_DISTRIBUIDOR;SIGLA_PERFIL_AGENTE;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_CEG_DISTRIBUIDOR;COD_PARCELA_USINA;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_CEG_DISTRIBUIDOR;SIGLA_PARCELA_USINA;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_CEG_DISTRIBUIDOR;AJUSTE_CCGF;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_CEG_DISTRIBUIDOR;FATOR_RATEIO_CCGF;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_CEG_DISTRIBUIDOR;RECEITA_VENDA;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_LIQUIDACAO_PARCELA;MES_REFERENCIA;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_LIQUIDACAO_PARCELA;COD_PARCELA_USINA;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_LIQUIDACAO_PARCELA;SIGLA_PARCELA_USINA;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_LIQUIDACAO_PARCELA;FATOR_ADEQUACAO_REAJUSTE;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_LIQUIDACAO_PARCELA;RECEITA_FIXA_PRELIMINAR;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_LIQUIDACAO_PARCELA;RECEITA_FIXA_AJUSTADA;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_LIQUIDACAO_PARCELA;RECEITA_FIXA_TOTAL;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_LIQUIDACAO_PARCELA;CUSTOS_ADMINISTRATIVOS;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_NUCLEAR;MES_REFERENCIA;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_NUCLEAR;COD_PERF_AGENTE;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_NUCLEAR;SIGLA_PERFIL_AGENTE;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_NUCLEAR;FATOR_REAJUSTE_CCEN;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_NUCLEAR;RECEITA_FIXA_PRELIMINAR;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_NUCLEAR;RECEITA_FIXA_AJUSTADA;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_NUCLEAR;RECEITA_VENDA;008 Cotista;NÃO
Dados Individuais;USINA_COTISTA_NUCLEAR;CUSTO_ADMINISTRATIVO;008 Cotista;NÃO
Dados Gerais;VAREJISTA_SUBCLASSE;MES_REFERENCIA;026 Varejista;NÃO
Dados Gerais;VAREJISTA_SUBCLASSE;SUBCLASSE;026 Varejista;NÃO
Dados Gerais;VAREJISTA_SUBCLASSE;CONSUMO;026 Varejista;NÃO
Dados Gerais;VAREJISTA_SUBCLASSE;GERACAO;026 Varejista;NÃO
Dados Gerais;VAREJISTA_SUBCLASSE;QUANTIDADE_PERFIL_AGENTE;026 Varejista;NÃO
Dados Gerais;VAREJISTA_SUBCLASSE;QUANTIDADE_ATIVO_VAREJISTA;026 Varejista;NÃO
Dados Gerais;VAREJISTA_SUBCLASSE;MONTANTE_CONTRATO_COMPRA;026 Varejista;NÃO
Dados Gerais;VAREJISTA_SUBCLASSE;MONTANTE_CONTRATO_VENDA;026 Varejista;NÃO
Dados Gerais;VAREJISTA_SUBCLASSE;RESULTADO_MCP;026 Varejista;NÃO
Dados Gerais;VAREJISTA_SUBCLASSE;RESULTADO_FINAL;026 Varejista;NÃO
